class,age,male,female
0,0 to 1,590.85,498.01
1,1 to 5,2313.74,1946.8
10,10 to 15,2973.85,2751.87
15,15 to 20,3051.56,2907.08
20,20 to 25,3057.65,2966.82
25,25 to 30,3067.21,2960.23
30,30 to 35,3024.9,2832.72
35,35 to 40,2837.59,2539
40,40 to 45,2445.62,2284.8
45,45 to 50,2140.84,2034.11
5,5 to 10,2748.34,2443.54
50,50 to 55,1867.69,1914.55
55,55 to 60,1770.96,1660.28
60,60 to 65,1515.71,1382.42
65,65 to 70,1052.94,954.62
70,70 to 75,712.2,686.22
75,75 to 80,457.71,426.29
80,80 and over,365.31,337.12
