class,age,male,female
0,0 to 1,374.52,327.65
1,1 to 5,1466.61,1280.83
10,10 to 15,2122.94,2038.18
15,15 to 20,2064.2,2039.16
20,20 to 25,2031.76,1859.76
25,25 to 30,1907.23,1824.14
30,30 to 35,1764.06,1785.66
35,35 to 40,1639.17,1663.86
40,40 to 45,1519.62,1494.36
45,45 to 50,1338.3,1262.58
5,5 to 10,1948.86,1751.75
50,50 to 55,1119.23,1189.72
55,55 to 60,991.9,987.74
60,60 to 65,851.19,871.61
65,65 to 70,605.46,592.92
70,70 to 75,417.98,461.52
75,75 to 80,269.38,271.73
80,80 and over,222.22,242.1
