class,age,male,female
0,0 to 1,505.77,468.24
1,1 to 5,1980.55,1830.44
10,10 to 15,2709.91,2573.11
15,15 to 20,3026.06,3050.35
20,20 to 25,2999.8,2828.16
25,25 to 30,2909.13,2657.64
30,30 to 35,2795.1,2589.61
35,35 to 40,2606.38,2426.96
40,40 to 45,2351.38,2295.82
45,45 to 50,2100.07,2019.52
5,5 to 10,2270.28,2094.28
50,50 to 55,1841.53,1864.45
55,55 to 60,1646.74,1584.79
60,60 to 65,1379.52,1348.41
65,65 to 70,987.09,1024.76
70,70 to 75,654.32,721.55
75,75 to 80,369,453.13
80,80 and over,313.35,354.1
