class,age,male,female
0,0 to 1,336.91,315.86
1,1 to 5,1319.32,1234.74
10,10 to 15,1699.49,1639.16
15,15 to 20,1299.26,1407.21
20,20 to 25,1288.81,1435.55
25,25 to 30,1342.89,1325.46
30,30 to 35,1184.64,1177.11
35,35 to 40,1115.08,1136.41
40,40 to 45,1059.88,1080.01
45,45 to 50,945.62,922.69
5,5 to 10,1831.89,1733.62
50,50 to 55,791.32,840.71
55,55 to 60,690.47,755.81
60,60 to 65,712.33,746.24
65,65 to 70,404.3,428.02
70,70 to 75,202.38,274.91
75,75 to 80,114.02,150.01
80,80 and over,80.34,118.98
