class,age,male,female
0,0 to 1,1487.69,1382.21
1,1 to 5,5825.71,5403.28
10,10 to 15,7328.52,6978.14
15,15 to 20,6149.79,6124.03
20,20 to 25,5785.7,5758.48
25,25 to 30,5996.13,5722.98
30,30 to 35,5975.74,5942.87
35,35 to 40,5843.07,5519.27
40,40 to 45,5213.69,5133.03
45,45 to 50,4640.99,4516.88
5,5 to 10,7238.85,6745.04
50,50 to 55,4013.82,4046.27
55,55 to 60,3418.3,3642.71
60,60 to 65,3166.79,3265.34
65,65 to 70,2040.22,2214.24
70,70 to 75,1176.05,1519.27
75,75 to 80,650.55,933.53
80,80 and over,544.97,739.11
