class,age,male,female
0,0 to 1,151.52,138.4
1,1 to 5,593.35,541.04
10,10 to 15,804.86,766.84
15,15 to 20,896.9,880.11
20,20 to 25,986.71,900.12
25,25 to 30,957.71,841.88
30,30 to 35,869.18,773.15
35,35 to 40,776.79,699.44
40,40 to 45,679.19,648.71
45,45 to 50,614.79,579.58
5,5 to 10,708.65,656.94
50,50 to 55,519.75,511.56
55,55 to 60,466.51,408.63
60,60 to 65,350.99,344.41
65,65 to 70,253.07,247.27
70,70 to 75,155.26,171.82
75,75 to 80,100.19,121.55
80,80 and over,89.33,99.65
