class,age,male,female
0,0 to 1,439.81,412.29
1,1 to 5,1697.84,1588.82
10,10 to 15,2175.63,2097.76
15,15 to 20,1674.65,1812.9
20,20 to 25,1664.81,1853.52
25,25 to 30,1734.12,1711.46
30,30 to 35,1538.77,1529.71
35,35 to 40,1466.33,1494.82
40,40 to 45,1389.52,1416.22
45,45 to 50,1241.1,1211.55
5,5 to 10,2320.01,2195.32
50,50 to 55,1036.34,1100.9
55,55 to 60,905.73,991.55
60,60 to 65,931.14,979.36
65,65 to 70,545.74,580.43
70,70 to 75,269.23,366.86
75,75 to 80,148.87,196.43
80,80 and over,105.78,156.93
