class,age,male,female
0,0 to 1,646.79,608.52
1,1 to 5,2496.83,2345.04
10,10 to 15,2703.58,2585.13
15,15 to 20,2192.82,2335.49
20,20 to 25,2200,2383.9
25,25 to 30,2367.71,2236.02
30,30 to 35,2198.85,2126.46
35,35 to 40,2069.69,2097.74
40,40 to 45,1926.67,1942.71
45,45 to 50,1774.6,1705.51
5,5 to 10,3156.07,3092.15
50,50 to 55,1435.78,1411.99
55,55 to 60,1160.54,1210.06
60,60 to 65,1050.95,1289.58
65,65 to 70,710.66,852.81
70,70 to 75,315.48,440.94
75,75 to 80,136.77,209.92
80,80 and over,99.24,152.47
