class,age,male,female
0,0 to 1,335.52,314.11
1,1 to 5,1295.23,1210.47
10,10 to 15,1742.66,1654.35
15,15 to 20,1517.12,1461.94
20,20 to 25,1420.41,1457.22
25,25 to 30,1445.82,1415.2
30,30 to 35,1338.83,1329.05
35,35 to 40,1283.39,1298.03
40,40 to 45,1196.84,1232.98
45,45 to 50,1118.47,1104.65
5,5 to 10,1755.43,1610.21
50,50 to 55,949.08,992.57
55,55 to 60,826.77,810.93
60,60 to 65,664.81,677.18
65,65 to 70,453.78,469.45
70,70 to 75,257.96,322
75,75 to 80,151,191.96
80,80 and over,118.02,148.67
