class,age,male,female
0,0 to 1,2102,1911.71
1,1 to 5,8114.51,7367.13
10,10 to 15,11366.92,10731.27
15,15 to 20,10888.68,11032.61
20,20 to 25,11036.12,10811.42
25,25 to 30,10823.81,10521.21
30,30 to 35,10172.67,9651.24
35,35 to 40,9179.12,8817.64
40,40 to 45,8223.36,8038.12
45,45 to 50,7419.87,7282.84
5,5 to 10,9963.35,9101.81
50,50 to 55,6705.88,6518.86
55,55 to 60,5503.13,5176.16
60,60 to 65,4290.59,4041.69
65,65 to 70,3348.32,3269.26
70,70 to 75,2497.54,2755.47
75,75 to 80,1744.77,1791.58
80,80 and over,1372.32,1526.88
