class,age,male,female
0,0 to 1,971.28,898.94
1,1 to 5,3749.5,3464.23
10,10 to 15,4952.78,4710.19
15,15 to 20,5410.25,5432.4
20,20 to 25,5338.51,5011.72
25,25 to 30,5161.62,4755.52
30,30 to 35,4999.22,4677.22
35,35 to 40,4744.6,4416.39
40,40 to 45,4265.06,4175.85
45,45 to 50,3820.02,3669.88
5,5 to 10,4240.22,3926.4
50,50 to 55,3339.66,3372.91
55,55 to 60,2998.71,2930.5
60,60 to 65,2578.15,2536.23
65,65 to 70,1882.08,1954.47
70,70 to 75,1213.94,1345.49
75,75 to 80,670.64,832.96
80,80 and over,579.99,676.82
