class,age,male,female
0,0 to 1,1915.14,1741.75
1,1 to 5,7393.16,6712.14
10,10 to 15,10350.75,9768.51
15,15 to 20,9913.38,10031.19
20,20 to 25,10052.42,9837.53
25,25 to 30,9876.38,9592.89
30,30 to 35,9282.7,8797.5
35,35 to 40,8376.55,8037.08
40,40 to 45,7497.25,7320.75
45,45 to 50,6764.59,6631.06
5,5 to 10,9088.86,8304.62
50,50 to 55,6104.75,5935.08
55,55 to 60,5013.79,4714.69
60,60 to 65,3911.57,3686.63
65,65 to 70,3053,2978.08
70,70 to 75,2268.62,2502.43
75,75 to 80,1585.44,1628.51
80,80 and over,1247.1,1388.43
