class,age,male,female
0,0 to 1,1619.48,1443.18
1,1 to 5,6251.81,5561.55
10,10 to 15,8897.74,8367.79
15,15 to 20,8596.44,8880.74
20,20 to 25,8629.63,8962.04
25,25 to 30,8598.24,8891.36
30,30 to 35,8082.97,8070.43
35,35 to 40,7355.43,7405.35
40,40 to 45,6713.77,6768.32
45,45 to 50,6108.28,6277.38
5,5 to 10,7652.54,6939.08
50,50 to 55,5538.43,5856.86
55,55 to 60,5117.26,5036.58
60,60 to 65,4331.24,4084.73
65,65 to 70,3441.72,3335.97
70,70 to 75,2477.24,2732.81
75,75 to 80,1994.4,2006.74
80,80 and over,1452.2,1554.37
