class,age,male,female
0,0 to 1,1393.81,1313.15
1,1 to 5,5380.63,5060.47
10,10 to 15,5840.21,5583.37
15,15 to 20,4725.02,5018.95
20,20 to 25,4722.43,5116.63
25,25 to 30,5097.42,4808.84
30,30 to 35,4728.31,4571.52
35,35 to 40,4454.76,4498.41
40,40 to 45,4126.11,4151.26
45,45 to 50,3797.39,3652.1
5,5 to 10,6793.09,6655.22
50,50 to 55,3075.3,3022.82
55,55 to 60,2485.59,2593.94
60,60 to 65,2244.55,2741.05
65,65 to 70,1517.64,1821.14
70,70 to 75,680.97,949.76
75,75 to 80,297.43,454.6
80,80 and over,217.17,332.73
