class,age,male,female
0,0 to 1,2401.62,2156.69
1,1 to 5,9271.14,8311.19
10,10 to 15,12030.69,11143.47
15,15 to 20,11907.97,11973.73
20,20 to 25,12805.17,12608.3
25,25 to 30,12627.52,12014.22
30,30 to 35,11615.71,10874.66
35,35 to 40,10576.5,9965.82
40,40 to 45,9342.06,8994.48
45,45 to 50,8367.11,8193.4
5,5 to 10,11118.1,10162.67
50,50 to 55,7294.16,7474.98
55,55 to 60,6524.29,6463.7
60,60 to 65,5504.58,5141.52
65,65 to 70,3895.56,3775.46
70,70 to 75,2724.93,2932.29
75,75 to 80,1902.21,1949.2
80,80 and over,1539.18,1603
