class,age,male,female
0,0 to 1,1066.64,979.74
1,1 to 5,4117.63,3775.58
10,10 to 15,5310.54,5123.91
15,15 to 20,5860.43,5848.57
20,20 to 25,5712.12,5055.7
25,25 to 30,5392.96,4693.78
30,30 to 35,4962.73,4496.41
35,35 to 40,4612.66,4125.78
40,40 to 45,3963.4,3804.59
45,45 to 50,3481.46,3307.14
5,5 to 10,4592.04,4253.56
50,50 to 55,3064.77,3188.3
55,55 to 60,2877.24,2969.59
60,60 to 65,2797.99,2668.49
65,65 to 70,2077.33,1919.44
70,70 to 75,1231.4,1270.25
75,75 to 80,677.85,753.8
80,80 and over,603.28,685.84
