class,age,male,female
0,0 to 1,1561.87,1470.47
1,1 to 5,6029.42,5666.74
10,10 to 15,6390.07,5973.7
15,15 to 20,4775.62,5214.88
20,20 to 25,4939.47,5311.64
25,25 to 30,5653.68,5203.82
30,30 to 35,5064.65,4661.26
35,35 to 40,4516.01,4385
40,40 to 45,4164.95,3827.72
45,45 to 50,3494.72,3259.02
5,5 to 10,7547.97,7447.27
50,50 to 55,2781.83,2651.35
55,55 to 60,2091.2,2240.33
60,60 to 65,2081.82,2665.48
65,65 to 70,1416.84,1788
70,70 to 75,688.31,1008.36
75,75 to 80,319.32,464.7
80,80 and over,249.47,423.46
