class,age,male,female
0,0 to 1,1408.73,1180.33
1,1 to 5,5438.21,4548.61
10,10 to 15,7460.36,6757.66
15,15 to 20,7429.52,6783.18
20,20 to 25,7693.06,6803.79
25,25 to 30,7924.01,7348.47
30,30 to 35,7585.83,7089.65
35,35 to 40,7354.44,6563.84
40,40 to 45,6364.14,5682.26
45,45 to 50,5664.87,5148.06
5,5 to 10,6883.1,5796.1
50,50 to 55,4754.21,4903.32
55,55 to 60,4815.14,4470.96
60,60 to 65,4297.86,3747.36
65,65 to 70,3043.49,2689.65
70,70 to 75,2034.37,1959.48
75,75 to 80,1433.82,1325.01
80,80 and over,1304.59,1181.09
