class,age,male,female
0,0 to 1,858.18,783.4
1,1 to 5,3312.9,3018.95
10,10 to 15,4505.06,4235.4
15,15 to 20,4869.02,4845.7
20,20 to 25,5003.5,4918.53
25,25 to 30,4918.65,4621.47
30,30 to 35,4604.57,4315.25
35,35 to 40,4273.24,4042.35
40,40 to 45,3871.37,3806.85
45,45 to 50,3551.12,3395.66
5,5 to 10,4017.42,3640.11
50,50 to 55,3033.45,3083.33
55,55 to 60,2733.26,2543.68
60,60 to 65,2221.22,2081.29
65,65 to 70,1553.54,1496.87
70,70 to 75,962.79,1062
75,75 to 80,606.21,643.68
80,80 and over,482.43,556.87
