class,age,male,female
0,0 to 1,1332.81,1238.3
1,1 to 5,5145.15,4772.02
10,10 to 15,6451.99,6142.62
15,15 to 20,5413.43,5390.45
20,20 to 25,5103.23,5091.71
25,25 to 30,5301.39,5061.56
30,30 to 35,5317.44,5292.99
35,35 to 40,5269.38,4979.44
40,40 to 45,4687.25,4612.17
45,45 to 50,4173.84,4064.86
5,5 to 10,6304.46,5871.45
50,50 to 55,3603.3,3631.1
55,55 to 60,3073.9,3279.36
60,60 to 65,2840.9,2931.65
65,65 to 70,1881.73,2045.39
70,70 to 75,1066.46,1385.38
75,75 to 80,581.31,836.96
80,80 and over,488.61,663.37
