class,age,male,female
0,0 to 1,1507.2,1344.92
1,1 to 5,5818.36,5182.89
10,10 to 15,8268.93,7777.62
15,15 to 20,7986.42,8239.12
20,20 to 25,8026.05,8301.44
25,25 to 30,7987.51,8224.14
30,30 to 35,7507.45,7469.29
35,35 to 40,6828.08,6851.9
40,40 to 45,6223.82,6260.78
45,45 to 50,5658.89,5798.22
5,5 to 10,7122.33,6461.49
50,50 to 55,5129.12,5396.27
55,55 to 60,4705.77,4620.64
60,60 to 65,3965.79,3739.43
65,65 to 70,3146.68,3051.12
70,70 to 75,2269.07,2502.7
75,75 to 80,1813.23,1826.15
80,80 and over,1325.75,1421.47
