class,age,male,female
0,0 to 1,1519.82,1282.53
1,1 to 5,5867.07,4942.44
10,10 to 15,7545.73,6979.98
15,15 to 20,7742.67,7397.92
20,20 to 25,7800.43,7567.68
25,25 to 30,7809.04,7520.49
30,30 to 35,7739.67,7242.83
35,35 to 40,7333.82,6571.51
40,40 to 45,6312.1,5892.46
45,45 to 50,5533.08,5238.22
5,5 to 10,6869.85,6101.39
50,50 to 55,4807.34,4905.2
55,55 to 60,4557.35,4259.36
60,60 to 65,3887.91,3550.07
65,65 to 70,2779.2,2517.98
70,70 to 75,1853.48,1785.54
75,75 to 80,1167.99,1090.48
80,80 and over,946.2,873.61
