class,age,male,female
0,0 to 1,1939.21,1851.14
1,1 to 5,7486.05,7133.69
10,10 to 15,8320.19,7941.57
15,15 to 20,6581.22,6808.38
20,20 to 25,6337.82,6856.42
25,25 to 30,7034.56,6566.75
30,30 to 35,6449.88,6220.27
35,35 to 40,6131.19,5966.07
40,40 to 45,5398.84,5310.74
45,45 to 50,4928.69,4775.63
5,5 to 10,9342.82,9147.01
50,50 to 55,4030.14,3942.97
55,55 to 60,3255.5,3427.95
60,60 to 65,2850.38,3302.35
65,65 to 70,1924.74,2309.68
70,70 to 75,962.13,1314.88
75,75 to 80,449.98,662.54
80,80 and over,346.84,519.03
