class,age,male,female
0,0 to 1,1703.01,1555.58
1,1 to 5,6574.25,5994.69
10,10 to 15,8660.1,8264.12
15,15 to 20,8740.06,8457.18
20,20 to 25,8888.32,8573.42
25,25 to 30,8776.82,8272
30,30 to 35,8199.13,7894.15
35,35 to 40,7835.09,7288.56
40,40 to 45,6927.6,6693.28
45,45 to 50,6364.07,5829.32
5,5 to 10,8260.2,7636.61
50,50 to 55,5089.33,5022.89
55,55 to 60,4510.69,4028.36
60,60 to 65,3273.48,3361.79
65,65 to 70,2333.25,2418.72
70,70 to 75,1420.28,1529.44
75,75 to 80,791.72,906.37
80,80 and over,631.38,706.68
