class,age,male,female
0,0 to 1,1543.04,1362.13
1,1 to 5,5956.7,5249.23
10,10 to 15,7850.23,7255.93
15,15 to 20,7914.02,7884.41
20,20 to 25,8475.83,8265.44
25,25 to 30,8306.05,7923.42
30,30 to 35,7703.14,7220.67
35,35 to 40,7064.3,6605.73
40,40 to 45,6194.62,5918.79
45,45 to 50,5503.83,5402.07
5,5 to 10,7099.24,6426.42
50,50 to 55,4832.31,4967.24
55,55 to 60,4386.18,4327.85
60,60 to 65,3733.58,3446.52
65,65 to 70,2668.74,2555.1
70,70 to 75,1893.29,1981.07
75,75 to 80,1323.08,1319.59
80,80 and over,1069.78,1084.81
