class,age,male,female
0,0 to 1,550.69,471.28
1,1 to 5,2125.87,1816.16
10,10 to 15,2898.2,2669.57
15,15 to 20,2778.53,2752.12
20,20 to 25,2886.46,2797.42
25,25 to 30,2837.14,2661.1
30,30 to 35,2803.69,2601.54
35,35 to 40,2588.85,2361.14
40,40 to 45,2265.76,2095.84
45,45 to 50,1991.08,1801.23
5,5 to 10,2557.58,2242.2
50,50 to 55,1681.87,1615.65
55,55 to 60,1510.63,1353.92
60,60 to 65,1242.77,1153.13
65,65 to 70,874.17,783.82
70,70 to 75,580.25,556.8
75,75 to 80,342.69,331.71
80,80 and over,312.18,289.55
