class,age,male,female
0,0 to 1,380.39,355.24
1,1 to 5,1468.46,1368.97
10,10 to 15,1713.01,1607.12
15,15 to 20,1565.06,1580.48
20,20 to 25,1601.92,1664.22
25,25 to 30,1683.19,1597.61
30,30 to 35,1590.45,1477.75
35,35 to 40,1448.57,1355.81
40,40 to 45,1302.85,1276.9
45,45 to 50,1201.24,1121.45
5,5 to 10,1782.92,1677.89
50,50 to 55,997.67,1001.75
55,55 to 60,866.99,826.75
60,60 to 65,697.47,689.21
65,65 to 70,463.5,452.64
70,70 to 75,265.24,315.75
75,75 to 80,154.38,183.57
80,80 and over,124.46,144.72
