class,age,male,female
0,0 to 1,744.94,686.14
1,1 to 5,2875.73,2644.15
10,10 to 15,3722.93,3583.51
15,15 to 20,3995.34,3989.95
20,20 to 25,3882.06,3469.74
25,25 to 30,3694.44,3240.79
30,30 to 35,3405.63,3116.43
35,35 to 40,3179.18,2865.04
40,40 to 45,2738.23,2625.63
45,45 to 50,2404.77,2283.66
5,5 to 10,3222.14,2991.51
50,50 to 55,2107.5,2192.31
55,55 to 60,1981.23,2040.38
60,60 to 65,1924.39,1831.67
65,65 to 70,1413.65,1308.86
70,70 to 75,839.75,868.35
75,75 to 80,461.04,512.08
80,80 and over,407.2,461.2
