class,age,male,female
0,0 to 1,912.93,839.13
1,1 to 5,3524.26,3233.73
10,10 to 15,4567.51,4400.59
15,15 to 20,5048.54,5043.03
20,20 to 25,4929.9,4390.23
25,25 to 30,4666.15,4080.7
30,30 to 35,4314.5,3918.01
35,35 to 40,4016.44,3607.61
40,40 to 45,3467.75,3334.89
45,45 to 50,3051.91,2902.98
5,5 to 10,3934.04,3642.74
50,50 to 55,2684.97,2785.12
55,55 to 60,2508.77,2571.16
60,60 to 65,2404.51,2298.39
65,65 to 70,1784.03,1666.76
70,70 to 75,1067.33,1108.48
75,75 to 80,588.04,660.68
80,80 and over,521.3,592.31
