class,age,male,female
0,0 to 1,689.64,638.44
1,1 to 5,2662.27,2460.33
10,10 to 15,3626.73,3443.67
15,15 to 20,4072.14,4104.26
20,20 to 25,4050.2,3817.91
25,25 to 30,3925.7,3585.67
30,30 to 35,3790.69,3511.49
35,35 to 40,3577.37,3330.66
40,40 to 45,3218.03,3141.76
45,45 to 50,2877.59,2766.98
5,5 to 10,3002.12,2769.44
50,50 to 55,2518.21,2549.32
55,55 to 60,2260.7,2174.9
60,60 to 65,1892.06,1849.56
65,65 to 70,1394.72,1447.71
70,70 to 75,911.5,1005.25
75,75 to 80,506.38,621.86
80,80 and over,433.03,489.38
