class,age,male,female
0,0 to 1,1198.93,1048.88
1,1 to 5,4628.32,4042.04
10,10 to 15,6670.76,6404.45
15,15 to 20,6522.42,6443.3
20,20 to 25,6438.29,5893.25
25,25 to 30,6040.55,5777.38
30,30 to 35,5616.51,5685.28
35,35 to 40,5282.7,5362.25
40,40 to 45,4883.94,4802.74
45,45 to 50,4306.18,4062.55
5,5 to 10,6048.95,5437.16
50,50 to 55,3594.69,3821.07
55,55 to 60,3198.22,3184.77
60,60 to 65,2743.09,2808.9
65,65 to 70,2009.97,1968.34
70,70 to 75,1368.49,1511.08
75,75 to 80,868.37,875.96
80,80 and over,721.26,785.77
