class,age,male,female
0,0 to 1,1712.45,1495.85
1,1 to 5,6610.69,5764.53
10,10 to 15,9203.9,8283.35
15,15 to 20,9898.52,9102.36
20,20 to 25,10796.71,9829.68
25,25 to 30,10606.38,10107.54
30,30 to 35,10323.32,9539.51
35,35 to 40,9661.77,8855.69
40,40 to 45,8503.96,7714.94
45,45 to 50,7526.24,6872.16
5,5 to 10,8380.43,7348.45
50,50 to 55,6389.36,6169.23
55,55 to 60,5899.32,5267.29
60,60 to 65,4679.01,4099.17
65,65 to 70,3346.27,2972.45
70,70 to 75,2233.48,2233.25
75,75 to 80,1582.46,1539.16
80,80 and over,1401.56,1410.14
