class,age,male,female
0,0 to 1,568.66,497.5
1,1 to 5,2195.24,1917.21
10,10 to 15,3163.64,3036.79
15,15 to 20,3094.45,3056.22
20,20 to 25,3055.63,2796.93
25,25 to 30,2867.15,2742.28
30,30 to 35,2666.41,2698.15
35,35 to 40,2507.77,2544.69
40,40 to 45,2318.08,2278.92
45,45 to 50,2043.85,1927.98
5,5 to 10,2868.81,2578.58
50,50 to 55,1706.27,1812.99
55,55 to 60,1518.14,1511.07
60,60 to 65,1301.5,1332.11
65,65 to 70,953.57,933.52
70,70 to 75,649.18,716.63
75,75 to 80,412.06,415.63
80,80 and over,342.34,372.9
