class,age,male,female
0,0 to 1,1369.45,1193.42
1,1 to 5,5286.57,4599.06
10,10 to 15,7069.46,6531.63
15,15 to 20,6686.75,6658.58
20,20 to 25,6872.31,6762.32
25,25 to 30,6853.11,6464.91
30,30 to 35,6703.96,6244.02
35,35 to 40,6183.73,5675.62
40,40 to 45,5438.69,5088.23
45,45 to 50,4817.35,4405.94
5,5 to 10,6373.13,5664.2
50,50 to 55,4063.64,3978.95
55,55 to 60,3673.34,3336.37
60,60 to 65,3029.2,2829.51
65,65 to 70,2094.75,1916.73
70,70 to 75,1362.89,1357.84
75,75 to 80,799.06,795.72
80,80 and over,714.36,682.58
