class,age,male,female
0,0 to 1,729.1,700.61
1,1 to 5,2814.61,2699.95
10,10 to 15,3161.68,3015.38
15,15 to 20,2468.15,2519.24
20,20 to 25,2329.66,2519.81
25,25 to 30,2628.8,2441.61
30,30 to 35,2396.19,2308.17
35,35 to 40,2289.4,2184.65
40,40 to 45,1962.2,1903.94
45,45 to 50,1782.69,1733.95
5,5 to 10,3491.37,3418.3
50,50 to 55,1466.16,1429.49
55,55 to 60,1183.65,1252.71
60,60 to 65,1020.58,1145.57
65,65 to 70,688.96,826.24
70,70 to 75,364.69,493.39
75,75 to 80,176,254.79
80,80 and over,138.85,205.58
