class,age,male,female
0,0 to 1,1131.33,1029.75
1,1 to 5,4367.35,3968.31
10,10 to 15,5976.78,5564.89
15,15 to 20,5660.38,5419.55
20,20 to 25,5831.31,5486.25
25,25 to 30,6126.69,5786.61
30,30 to 35,5766.11,5262.15
35,35 to 40,5224.48,4806.61
40,40 to 45,4523.06,4254.55
45,45 to 50,4084.06,3811.05
5,5 to 10,5644.62,5196.21
50,50 to 55,3476.85,3403.09
55,55 to 60,2951.73,2753.04
60,60 to 65,2361.82,2277.48
65,65 to 70,1844.72,1739.38
70,70 to 75,1165.39,1279.95
75,75 to 80,823.7,863.32
80,80 and over,650.02,745.68
