class,age,male,female
0,0 to 1,975.69,864.43
1,1 to 5,3766.51,3331.25
10,10 to 15,5504.7,5209.34
15,15 to 20,5472.85,5331.99
20,20 to 25,5439.32,4990.27
25,25 to 30,5116.18,4951.35
30,30 to 35,4796.43,4841.86
35,35 to 40,4492.8,4609.44
40,40 to 45,4157.28,4098.95
45,45 to 50,3664.29,3499.5
5,5 to 10,4973.41,4482.93
50,50 to 55,3059.36,3301.73
55,55 to 60,2674.19,2815.68
60,60 to 65,2393.33,2583.87
65,65 to 70,1831.74,1839.58
70,70 to 75,1154.61,1295.06
75,75 to 80,695.44,723.89
80,80 and over,544.59,636.07
