class,age,male,female
0,0 to 1,219.39,196.65
1,1 to 5,846.92,757.84
10,10 to 15,1247.5,1141.52
15,15 to 20,1304.86,1284.09
20,20 to 25,1427.94,1393.51
25,25 to 30,1518.76,1468.32
30,30 to 35,1411.64,1304.35
35,35 to 40,1264.85,1193.81
40,40 to 45,1164.99,1124.83
45,45 to 50,1042.75,1016.81
5,5 to 10,1054.38,946.29
50,50 to 55,951.54,966.59
55,55 to 60,873.05,817.17
60,60 to 65,697.29,634
65,65 to 70,525.48,511.73
70,70 to 75,395.32,439.53
75,75 to 80,319.78,316.33
80,80 and over,253.72,258.59
