class,age,male,female
0,0 to 1,902.18,820.16
1,1 to 5,3482.75,3160.64
10,10 to 15,4769.67,4437.27
15,15 to 20,4532.64,4338.71
20,20 to 25,4686.07,4394.74
25,25 to 30,4928.83,4649.48
30,30 to 35,4641.29,4223.2
35,35 to 40,4197.16,3847.84
40,40 to 45,3623.7,3396.14
45,45 to 50,3267.61,3042.11
5,5 to 10,4491.87,4135.7
50,50 to 55,2782.15,2715.74
55,55 to 60,2359.5,2196.06
60,60 to 65,1887.58,1815.98
65,65 to 70,1481.91,1392.46
70,70 to 75,939.52,1027.38
75,75 to 80,667.69,695.89
80,80 and over,527.04,603.05
