class,age,male,female
0,0 to 1,1123.89,983.22
1,1 to 5,4338.61,3789.03
10,10 to 15,6253.21,6003.56
15,15 to 20,6114.15,6039.99
20,20 to 25,6035.29,5524.37
25,25 to 30,5662.45,5415.75
30,30 to 35,5264.94,5329.42
35,35 to 40,4952.03,5026.6
40,40 to 45,4578.23,4502.11
45,45 to 50,4036.64,3808.26
5,5 to 10,5670.31,5096.82
50,50 to 55,3369.69,3581.89
55,55 to 60,2998.03,2985.43
60,60 to 65,2571.39,2633.08
65,65 to 70,1884.16,1845.13
70,70 to 75,1282.83,1416.49
75,75 to 80,814.02,821.13
80,80 and over,676.11,736.58
