class,age,male,female
0,0 to 1,1113.01,942.71
1,1 to 5,4296.63,3632.89
10,10 to 15,5517.13,5104.56
15,15 to 20,5679.52,5436.86
20,20 to 25,5747.45,5579.37
25,25 to 30,5747.22,5539.71
30,30 to 35,5657.05,5298.25
35,35 to 40,5352.59,4811.1
40,40 to 45,4609.75,4316.49
45,45 to 50,4045.46,3857.24
5,5 to 10,5030.16,4480.69
50,50 to 55,3526.12,3615.74
55,55 to 60,3340.46,3148.32
60,60 to 65,2856.31,2608.07
65,65 to 70,2043.96,1863.43
70,70 to 75,1372.47,1334.24
75,75 to 80,878.2,824.47
80,80 and over,706.21,659.11
