class,age,male,female
0,0 to 1,228.5,202.02
1,1 to 5,882.09,778.53
10,10 to 15,1226.13,1097.23
15,15 to 20,1365.09,1249.87
20,20 to 25,1510.98,1382.01
25,25 to 30,1460.78,1404.37
30,30 to 35,1434.89,1318.95
35,35 to 40,1326.26,1222.86
40,40 to 45,1169.34,1061.11
45,45 to 50,1031.17,939.51
5,5 to 10,1118.01,993.46
50,50 to 55,877.93,826.33
55,55 to 60,789.79,687.98
60,60 to 65,591.89,516.29
65,65 to 70,421.8,370.11
70,70 to 75,279.14,280.76
75,75 to 80,197.15,194.83
80,80 and over,174.96,182.62
