class,age,male,female
0,0 to 1,424.22,398.96
1,1 to 5,1637.63,1537.46
10,10 to 15,1796.89,1714.37
15,15 to 20,1476.12,1561.89
20,20 to 25,1482.24,1593.42
25,25 to 30,1586.04,1502.28
30,30 to 35,1477.75,1431.6
35,35 to 40,1392.62,1413.11
40,40 to 45,1295.29,1305.37
45,45 to 50,1190.3,1146.5
5,5 to 10,2073.86,2027.53
50,50 to 55,965.57,957.14
55,55 to 60,782.84,824.31
60,60 to 65,713.3,872.99
65,65 to 70,484.98,577.52
70,70 to 75,215.89,298.38
75,75 to 80,94.38,142.4
80,80 and over,67.68,104.21
