class,age,male,female
0,0 to 1,1527.12,1467.42
1,1 to 5,5895.25,5654.98
10,10 to 15,6621.99,6315.58
15,15 to 20,5169.6,5276.81
20,20 to 25,4879.79,5278.09
25,25 to 30,5506.14,5114.14
30,30 to 35,5019.01,4834.66
35,35 to 40,4795.26,4576.11
40,40 to 45,4110.24,3988.36
45,45 to 50,3734.28,3632.13
5,5 to 10,7312.86,7159.8
50,50 to 55,3071.18,2994.38
55,55 to 60,2479.39,2624.02
60,60 to 65,2137.93,2399.97
65,65 to 70,1443.23,1730.81
70,70 to 75,763.82,1033.42
75,75 to 80,368.59,533.64
80,80 and over,290.77,430.54
