class,age,male,female
0,0 to 1,1718.65,1617.05
1,1 to 5,6634.64,6231.57
10,10 to 15,7184.6,6869.77
15,15 to 20,5826.78,6205.33
20,20 to 25,5845.12,6333.7
25,25 to 30,6291.33,5941.19
30,30 to 35,5842.4,5650.01
35,35 to 40,5499.41,5573.25
40,40 to 45,5118.53,5160.75
45,45 to 50,4714.39,4530.95
5,5 to 10,8386.03,8216.18
50,50 to 55,3814.4,3751.14
55,55 to 60,3083.18,3214.83
60,60 to 65,2791.76,3425.12
65,65 to 70,1887.81,2265.42
70,70 to 75,838.35,1171.66
75,75 to 80,363.55,557.89
80,80 and over,263.83,405.33
