class,age,male,female
0,0 to 1,8311.31,7334.24
1,1 to 5,32084.71,28263.8
10,10 to 15,44292.05,40047.63
15,15 to 20,49416.03,45787.22
20,20 to 25,54364.6,49795.87
25,25 to 30,53168.86,50731.42
30,30 to 35,51766.71,47486.57
35,35 to 40,47854.6,44021.23
40,40 to 45,42468.38,38391.18
45,45 to 50,37518.68,34102.65
5,5 to 10,40059.74,35619.02
50,50 to 55,31889.7,30192.46
55,55 to 60,28944.83,25164.47
60,60 to 65,21872.3,19266.21
65,65 to 70,15778.12,14140.79
70,70 to 75,10628.8,10837.85
75,75 to 80,7728.62,7630.37
80,80 and over,6644.83,6955.66
