class,age,male,female
0,0 to 1,478.48,437.06
1,1 to 5,1847.12,1684.29
10,10 to 15,2432.82,2321.74
15,15 to 20,2454.52,2374.75
20,20 to 25,2496.07,2407.38
25,25 to 30,2464.8,2323.04
30,30 to 35,2302.54,2217.15
35,35 to 40,2200.6,2046.92
40,40 to 45,1945.48,1879.5
45,45 to 50,1787.23,1636.71
5,5 to 10,2321.15,2146.1
50,50 to 55,1428.77,1409.89
55,55 to 60,1266.22,1130.56
60,60 to 65,918.32,943.59
65,65 to 70,654.64,678.9
70,70 to 75,398.44,429
75,75 to 80,221.94,254.21
80,80 and over,177,198.07
