class,age,male,female
0,0 to 1,1353.95,1274.62
1,1 to 5,5226.74,4911.98
10,10 to 15,5693.43,5443.88
15,15 to 20,4645.89,4935.21
20,20 to 25,4660.89,5038.61
25,25 to 30,4991.13,4703.26
30,30 to 35,4629.32,4473.76
35,35 to 40,4352.4,4399.74
40,40 to 45,4038.27,4079.2
45,45 to 50,3721.61,3582.8
5,5 to 10,6607.61,6464.19
50,50 to 55,3008.54,2966.91
55,55 to 60,2434.13,2538.03
60,60 to 65,2183.63,2669.92
65,65 to 70,1474.11,1772.71
70,70 to 75,659.95,920.88
75,75 to 80,288.3,440.83
80,80 and over,210.01,323.16
