class,age,male,female
0,0 to 1,1498.74,1386.02
1,1 to 5,5785.71,5341.28
10,10 to 15,7030.82,6716.62
15,15 to 20,7066.46,7006.66
20,20 to 25,6805.4,6299.13
25,25 to 30,6525.87,6181.49
30,30 to 35,6378.72,6159.24
35,35 to 40,6162.76,5729.84
40,40 to 45,5525.02,5457.84
45,45 to 50,4975.13,4764.48
5,5 to 10,6594.04,6164.5
50,50 to 55,4333.14,4341.51
55,55 to 60,3893.32,3991.19
60,60 to 65,3628.74,3635.82
65,65 to 70,2574.75,2676.11
70,70 to 75,1592.98,1793.95
75,75 to 80,865.84,1114.76
80,80 and over,776.44,994.69
