class,age,male,female
0,0 to 1,837.34,770.67
1,1 to 5,3232.44,2969.92
10,10 to 15,4183.84,4028.05
15,15 to 20,4519,4512
20,20 to 25,4397.3,3927.18
25,25 to 30,4179.11,3663.37
30,30 to 35,3851.77,3518.08
35,35 to 40,3591.8,3233.85
40,40 to 45,3094.38,2969.12
45,45 to 50,2719.6,2583.13
5,5 to 10,3621.93,3359.76
50,50 to 55,2384.87,2480.02
55,55 to 60,2239.81,2304.5
60,60 to 65,2170.79,2066.67
65,65 to 70,1597.51,1479.08
70,70 to 75,949,981.6
75,75 to 80,522.33,579.87
80,80 and over,461.44,523.24
