class,age,male,female
0,0 to 1,723.59,680.11
1,1 to 5,2793.34,2620.92
10,10 to 15,3060.68,2923.49
15,15 to 20,2487.64,2646.19
20,20 to 25,2483.14,2690.89
25,25 to 30,2666.43,2528.5
30,30 to 35,2473.26,2405.32
35,35 to 40,2332.83,2369.95
40,40 to 45,2172.18,2195.61
45,45 to 50,1993.78,1924.18
5,5 to 10,3571.33,3483.84
50,50 to 55,1615.31,1600.7
55,55 to 60,1297.93,1360.95
60,60 to 65,1165.66,1447.27
65,65 to 70,790.74,963.12
70,70 to 75,352.99,502.46
75,75 to 80,152.81,236.58
80,80 and over,112.27,174.3
