class,age,male,female
0,0 to 1,486.94,429.33
1,1 to 5,1879.78,1654.48
10,10 to 15,2584.74,2400.38
15,15 to 20,2855.86,2743.62
20,20 to 25,3101.85,2872.24
25,25 to 30,3130.82,2939.33
30,30 to 35,2968.62,2718
35,35 to 40,2746.07,2523.55
40,40 to 45,2487.03,2249.65
45,45 to 50,2211.98,2016.37
5,5 to 10,2271.91,2025.17
50,50 to 55,1881.75,1819.86
55,55 to 60,1733.09,1525.03
60,60 to 65,1354,1226.2
65,65 to 70,1010.86,959.82
70,70 to 75,713.71,755.49
75,75 to 80,551.49,545.63
80,80 and over,441.33,465.63
