class,age,male,female
0,0 to 1,854.03,801.74
1,1 to 5,3296.88,3089.66
10,10 to 15,3832.74,3622.68
15,15 to 20,3316.57,3418.17
20,20 to 25,3341.63,3479.53
25,25 to 30,3494.19,3349.44
30,30 to 35,3298.58,3217.82
35,35 to 40,3123.38,3183.76
40,40 to 45,2895.45,2911.66
45,45 to 50,2636.29,2561.94
5,5 to 10,4210.12,4076.71
50,50 to 55,2161.07,2209.41
55,55 to 60,1773.15,1938.45
60,60 to 65,1654.46,2004.86
65,65 to 70,1148.05,1328.06
70,70 to 75,516.27,684.22
75,75 to 80,232.58,329.65
80,80 and over,159.81,248.09
