class,age,male,female
0,0 to 1,1537.77,1422.11
1,1 to 5,5936.36,5480.36
10,10 to 15,7213.3,6890.97
15,15 to 20,7249.2,7187.76
20,20 to 25,6981.2,6461.74
25,25 to 30,6694.38,6341.32
30,30 to 35,6543.51,6318.58
35,35 to 40,6322.09,5877.97
40,40 to 45,5667.84,5598.99
45,45 to 50,5103.77,4887.66
5,5 to 10,6765.79,6325.12
50,50 to 55,4445.16,4453.71
55,55 to 60,3993.97,4094.59
60,60 to 65,3722.88,3730.22
65,65 to 70,2641.47,2745.46
70,70 to 75,1634.18,1840.38
75,75 to 80,888.22,1143.62
80,80 and over,796.54,1020.54
