class,age,male,female
0,0 to 1,831.01,758.12
1,1 to 5,3208,2921.56
10,10 to 15,4364.1,4099.37
15,15 to 20,4690.55,4672.25
20,20 to 25,4800.71,4737.03
25,25 to 30,4726.77,4455.76
30,30 to 35,4431.29,4162.89
35,35 to 40,4116.53,3900.38
40,40 to 45,3733.07,3672.55
45,45 to 50,3423.87,3275.32
5,5 to 10,3894.69,3525.38
50,50 to 55,2925.59,2979.58
55,55 to 60,2639.93,2462.19
60,60 to 65,2153.28,2013.91
65,65 to 70,1500.64,1445.28
70,70 to 75,931.46,1026.53
75,75 to 80,584.94,617.52
80,80 and over,464.15,534.81
