class,age,male,female
0,0 to 1,610.48,571.53
1,1 to 5,2356.69,2202.48
10,10 to 15,3170.8,3010.1
15,15 to 20,2760.43,2660.02
20,20 to 25,2584.46,2651.42
25,25 to 30,2630.7,2574.97
30,30 to 35,2436.01,2418.23
35,35 to 40,2335.15,2361.79
40,40 to 45,2177.67,2243.43
45,45 to 50,2035.07,2009.93
5,5 to 10,3194.04,2929.8
50,50 to 55,1726.87,1805.99
55,55 to 60,1504.33,1475.51
60,60 to 65,1209.64,1232.15
65,65 to 70,825.65,854.18
70,70 to 75,469.37,585.88
75,75 to 80,274.75,349.27
80,80 and over,214.74,270.51
