class,age,male,female
0,0 to 1,714.35,625.21
1,1 to 5,2757.67,2409.37
10,10 to 15,3812.06,3416.09
15,15 to 20,4184.2,3822.17
20,20 to 25,4580.87,4163.4
25,25 to 30,4471.82,4274.03
30,30 to 35,4379.89,4032.56
35,35 to 40,4075.79,3734.65
40,40 to 45,3579.32,3232.64
45,45 to 50,3159.01,2872.12
5,5 to 10,3489.59,3072.2
50,50 to 55,2682.42,2558.9
55,55 to 60,2466.31,2162.89
60,60 to 65,1900.74,1654.76
65,65 to 70,1349.88,1180.95
70,70 to 75,893.32,888.52
75,75 to 80,630.65,614.12
80,80 and over,564.2,572.15
