class,age,male,female
0,0 to 1,1191.4,1050.23
1,1 to 5,4599.23,4047.24
10,10 to 15,6295.98,5850.66
15,15 to 20,6933.76,6672.47
20,20 to 25,7521.37,6971.75
25,25 to 30,7560.3,7099.05
30,30 to 35,7164.66,6569.4
35,35 to 40,6632.41,6099.62
40,40 to 45,5995.79,5424.99
45,45 to 50,5332.57,4866.94
5,5 to 10,5549.13,4950.29
50,50 to 55,4529.72,4385.04
55,55 to 60,4168.94,3680.35
60,60 to 65,3267.67,2962.73
65,65 to 70,2435.98,2312.28
70,70 to 75,1715.75,1812.17
75,75 to 80,1318.73,1305.97
80,80 and over,1054.99,1114.46
