class,age,male,female
0,0 to 1,1042.22,933.95
1,1 to 5,4023.34,3599.13
10,10 to 15,5916.65,5421.06
15,15 to 20,6166.4,6081.46
20,20 to 25,6723.68,6578.5
25,25 to 30,7133.15,6914.44
30,30 to 35,6632.89,6147.68
35,35 to 40,5946.72,5627.24
40,40 to 45,5475.34,5295.58
45,45 to 50,4903.91,4791.99
5,5 to 10,5004.8,4493.96
50,50 to 55,4473.88,4551.85
55,55 to 60,4105.95,3850.89
60,60 to 65,3287.01,2993.24
65,65 to 70,2482.67,2417.22
70,70 to 75,1864.24,2072.05
75,75 to 80,1507.73,1492.51
80,80 and over,1192.16,1217.39
