class,age,male,female
0,0 to 1,500,467.99
1,1 to 5,1930.2,1803.46
10,10 to 15,2598.56,2465.85
15,15 to 20,2275.6,2189.96
20,20 to 25,2134.16,2184.93
25,25 to 30,2170.07,2121.62
30,30 to 35,2009.97,1992.63
35,35 to 40,1927.42,1948.06
40,40 to 45,1795.74,1845.92
45,45 to 50,1676.96,1652.97
5,5 to 10,2611.49,2395.88
50,50 to 55,1423.94,1482.9
55,55 to 60,1239.63,1211.34
60,60 to 65,991.62,1009.37
65,65 to 70,679.9,703.35
70,70 to 75,386.1,481.54
75,75 to 80,227.52,288.89
80,80 and over,178.07,224.85
