class,age,male,female
0,0 to 1,1364.81,1239.22
1,1 to 5,5268.65,4775.56
10,10 to 15,7352.22,6930.74
15,15 to 20,7068,7158.13
20,20 to 25,7200.99,7052.75
25,25 to 30,7057.38,6849.49
30,30 to 35,6618.91,6274.87
35,35 to 40,5976.64,5734.25
40,40 to 45,5347.69,5220.55
45,45 to 50,4820.31,4734.75
5,5 to 10,6455.4,5894.25
50,50 to 55,4348.71,4245.68
55,55 to 60,3593.74,3396.9
60,60 to 65,2822.36,2654.14
65,65 to 70,2186.45,2133.63
70,70 to 75,1627.22,1789.97
75,75 to 80,1138.57,1167.3
80,80 and over,897.59,992.44
