class,age,male,female
0,0 to 1,1250.36,1125.41
1,1 to 5,4826.86,4336.98
10,10 to 15,7084.57,6512.31
15,15 to 20,7310.05,7062.54
20,20 to 25,8158.57,7691.28
25,25 to 30,8003.92,7662.95
30,30 to 35,7597.97,7092.63
35,35 to 40,7115.84,6690.78
40,40 to 45,6463.84,6089.01
45,45 to 50,5784.97,5426.49
5,5 to 10,6155.98,5494.39
50,50 to 55,4952.59,4821.92
55,55 to 60,4300.97,4079.31
60,60 to 65,3545.99,3241.76
65,65 to 70,2673,2591.22
70,70 to 75,1871.37,1998.09
75,75 to 80,1370.15,1389.82
80,80 and over,1110.2,1194.7
