class,age,male,female
0,0 to 1,780.35,716.76
1,1 to 5,3012.44,2762.17
10,10 to 15,3884.95,3748.47
15,15 to 20,4287.09,4278.36
20,20 to 25,4178.56,3698.18
25,25 to 30,3945,3433.4
30,30 to 35,3630.04,3288.88
35,35 to 40,3373.9,3017.65
40,40 to 45,2898.85,2782.65
45,45 to 50,2546.33,2418.79
5,5 to 10,3359.57,3111.92
50,50 to 55,2241.56,2331.99
55,55 to 60,2104.51,2172.21
60,60 to 65,2046.87,1952.05
65,65 to 70,1519.65,1403.93
70,70 to 75,900.71,929.05
75,75 to 80,495.83,551.29
80,80 and over,441.29,501.69
