class,age,male,female
0,0 to 1,486.04,450.02
1,1 to 5,1876.31,1734.24
10,10 to 15,2555.93,2427.06
15,15 to 20,2868.22,2890.87
20,20 to 25,2849.37,2686.48
25,25 to 30,2760.62,2522.29
30,30 to 35,2666.51,2472.05
35,35 to 40,2517.83,2345.34
40,40 to 45,2265.2,2212.75
45,45 to 50,2025.83,1947.92
5,5 to 10,2116.08,1952.23
50,50 to 55,1771.95,1794.61
55,55 to 60,1591.05,1531.88
60,60 to 65,1331.53,1302.86
65,65 to 70,982.06,1020.58
70,70 to 75,641.59,708.14
75,75 to 80,356.27,437.84
80,80 and over,304.45,344.58
